#ignore	id	x	y	z	vx	vy	vz	m
1	21	-8.07861446449	-0.175267298799	-0.08698184920515173	-4.77182499926	219.948243199	0	4.4986588823073005e-06
1	22	-8.21407880004	-0.211463409717	-0.039281527280639966	-5.66180853763	219.927133215	0	4.4986588823073005e-06
1	23	-7.89952555881	-0.0239958151366	-0.05312523432359	-0.668274940742	219.998985017	0	4.4986588823073005e-06
1	24	-7.80566669979	-0.00377303376395	-0.07965314954514509	-0.10634163141	219.999974299	0	4.4986588823073005e-06
1	25	-8.22916606039	0.0506969001838	0.09413981296738813	1.35531429445	219.99582524	0	4.4986588823073005e-06
1	26	-8.03987798205	-0.00720614938452	0.024250257318075993	-0.197186105477	219.999911631	0	4.4986588823073005e-06
1	27	-7.98995525048	-0.196986389076	-0.009164588676809499	-5.42228828884	219.933168917	0	4.4986588823073005e-06
1	28	-7.8525506302	-0.178909198559	-0.033386106036900315	-5.01108668843	219.942922164	0	4.4986588823073005e-06
1	29	-7.91980667689	0.169208892403	0.07302120863918332	4.69928931242	219.94980491	0	4.4986588823073005e-06
1	30	-7.87430055477	-0.0056615199526	0.009665312840045043	-0.158177105252	219.999943136	0	4.4986588823073005e-06
1	31	-7.89696065287	0.0438127724545	-0.046981851901221755	1.22055332696	219.996614178	0	4.4986588823073005e-06
1	32	-7.81426196749	-0.101054578906	-0.09815222083296474	-2.84481742001	219.981606081	0	4.4986588823073005e-06
1	33	-8.2318368149	-0.0316934537355	0.07033343940409276	-0.847017294064	219.998369452	0	4.4986588823073005e-06
1	34	-8.15837126434	0.0116767906167	-0.02647822654908427	0.31487796047	219.999774663	0	4.4986588823073005e-06
1	35	-7.85091987579	-0.171545129627	-0.05074259011592708	-4.8059237807	219.947500774	0	4.4986588823073005e-06
1	36	-8.04845819527	-0.212732178623	0.08727757115146481	-5.81288224884	219.923192047	0	4.4986588823073005e-06
1	37	-7.76367711062	0.132231816559	0.09785778942453977	3.74652121682	219.968096729	0	4.4986588823073005e-06
1	38	-8.05067397445	0.181612626585	-0.014524248673892237	4.96164861157	219.944042982	0	4.4986588823073005e-06
1	39	-8.06858550098	-0.215345633146	0.06307868742944803	-5.86957587055	219.921686241	0	4.4986588823073005e-06
1	40	-8.13717403556	-0.195609850682	0.059219780110528725	-5.28706135011	219.936461239	0	4.4986588823073005e-06
1	41	-7.93781607878	-0.0963002838801	0.048641330760083035	-2.66880755585	219.983811828	0	4.4986588823073005e-06
1	42	-7.99582705465	0.17035801912	-0.014598562084673278	4.68622698962	219.950083602	0	4.4986588823073005e-06
1	43	-7.95667824665	0.0102681219016	0.05088728435875417	0.283910555042	219.999816806	0	4.4986588823073005e-06
1	44	-7.80484975942	0.043055561646	-0.09067340653920625	1.21361457663	219.996652565	0	4.4986588823073005e-06
1	45	-7.9243101645	0.0574273538551	-0.019069740634034216	1.59429475087	219.994223161	0	4.4986588823073005e-06
1	46	-7.74998953196	0.0498185496038	0.08774210419500536	1.41417668103	219.995454736	0	4.4986588823073005e-06
1	47	-7.77631829107	-0.15452482129	-0.0211338564448819	-4.3708024277	219.956577729	0	4.4986588823073005e-06
1	48	-7.94804659655	0.219436611083	-0.031634398813022574	6.07163850332	219.916200417	0	4.4986588823073005e-06
1	49	-7.95734091003	0.178863084383	0.03833419672111252	4.94385524385	219.944443656	0	4.4986588823073005e-06
1	50	-7.95993738335	-0.161265942405	-0.01431450947945398	-4.45621952641	219.954863796	0	4.4986588823073005e-06
1	51	-8.1770781742	-0.0611881349331	0.09937296632587808	-1.64618859435	219.993840966	0	4.4986588823073005e-06
1	52	-8.24272016572	0.196697121963	-0.09646652680217523	5.24839497547	219.937387341	0	4.4986588823073005e-06
1	53	-7.96615724212	0.0488592520429	-0.005429565229251351	1.34931221538	219.995862135	0	4.4986588823073005e-06
1	54	-7.9875190831	-0.0790582705374	0.026703000801684473	-2.1773929372	219.989224645	0	4.4986588823073005e-06
1	55	-7.76860014211	-0.0445650499943	-0.006099107082989844	-1.26202269425	219.996380195	0	4.4986588823073005e-06
1	56	-8.18826588731	0.0590983969945	0.09678948496763101	1.58779757433	219.99427015	0	4.4986588823073005e-06
1	57	-7.90053207185	0.146934177209	-0.02829496031274792	4.09085485255	219.961962408	0	4.4986588823073005e-06
1	58	-7.83194515526	-0.0840833370453	0.06363482833441855	-2.36177192403	219.987322438	0	4.4986588823073005e-06
1	59	-8.00715568021	-0.0815870346203	-0.08986673620609038	-2.24152204047	219.988580565	0	4.4986588823073005e-06
1	60	-8.04065384593	-0.0790730408857	0.006588878332759826	-2.16340961779	219.989362604	0	4.4986588823073005e-06
1	61	-8.10969064922	-0.0789395700415	0.019188901590923207	-2.14137424815	219.989578199	0	4.4986588823073005e-06
1	62	-7.89032122595	-0.180092387075	0.0015720765786412516	-5.02007558661	219.942717181	0	4.4986588823073005e-06
1	63	-7.88131875663	-0.204778912177	0.03726440267704345	-5.71429255919	219.925775798	0	4.4986588823073005e-06
1	64	-7.95577620162	-0.110730716855	-0.023171398023332235	-3.06172494911	219.97869406	0	4.4986588823073005e-06
1	65	-7.90582970772	0.0639574465948	-0.05390822561044695	1.77972184523	219.992801223	0	4.4986588823073005e-06
1	66	-8.147390286	0.0553527806916	-0.07697184635148842	1.49462960416	219.994922856	0	4.4986588823073005e-06
1	67	-7.82335632405	-0.163574657335	-0.02355148152286443	-4.59886520454	219.951927563	0	4.4986588823073005e-06
1	68	-8.14157397287	-0.0354671319063	-0.06821651139458865	-0.958376722797	219.997912522	0	4.4986588823073005e-06
1	69	-8.16681298332	0.0476232887063	-0.06939011778518692	1.28286828752	219.996259625	0	4.4986588823073005e-06
1	70	-8.23040220661	0.0222464956951	-0.06930375736215891	0.594650304018	219.999196342	0	4.4986588823073005e-06
1	71	-8.04899961339	-0.183246402573	-0.05492746718068127	-5.00730115451	219.94300838	0	4.4986588823073005e-06
1	72	-7.95678328691	-0.158865240425	0.04126358477323672	-4.3916476523	219.956162521	0	4.4986588823073005e-06
1	73	-7.80147234554	-0.215153587556	-0.016793776426401424	-6.06498323614	219.916384061	0	4.4986588823073005e-06
1	74	-8.22813494687	-0.184583555647	-0.029457042231381264	-4.93406686802	219.944663459	0	4.4986588823073005e-06
1	75	-7.84944035617	0.162860986736	0.09241728510386527	4.56360020016	219.952662073	0	4.4986588823073005e-06
1	76	-8.03950135115	0.156880470334	0.09692612712104254	4.29219832132	219.958125637	0	4.4986588823073005e-06
1	77	-7.94866513022	0.157978288633	0.07024557900392389	4.37159707437	219.956561937	0	4.4986588823073005e-06
1	78	-8.08551598755	-0.111863560038	0.023388742006633878	-3.04342089004	219.978948059	0	4.4986588823073005e-06
1	79	-7.9367283422	-0.0128170942121	-0.038999120079880295	-0.355279521764	219.999713128	0	4.4986588823073005e-06
1	80	-8.21082745394	-0.128314786097	0.04042525506972397	-3.43763240308	219.973140823	0	4.4986588823073005e-06
1	81	-7.77984086396	-0.0651899425374	0.09885725174659019	-1.84339039101	219.992276937	0	4.4986588823073005e-06
1	82	-8.12598391331	-0.131042620187	-0.05751879145871133	-3.54734008815	219.971399001	0	4.4986588823073005e-06
1	83	-7.91988569484	-0.0868286324501	-0.014813288788978182	-2.41179632808	219.98677969	0	4.4986588823073005e-06
1	84	-8.10002651878	-0.111681518801	0.09976921503042369	-3.03302699059	219.979091614	0	4.4986588823073005e-06
1	85	-7.99109497465	-0.159410598321	0.017628783956289307	-4.38780365049	219.956239237	0	4.4986588823073005e-06
1	86	-7.75331650909	-0.161214696671	-0.0020165744147021547	-4.57347105639	219.95245705	0	4.4986588823073005e-06
1	87	-7.93953982254	-0.0510198970503	-0.020328049912431284	-1.41370228736	219.995457785	0	4.4986588823073005e-06
1	88	-7.75374677938	0.0650774047867	-0.06122796669186388	1.8464008718	219.99225169	0	4.4986588823073005e-06
1	89	-7.82479080851	0.132870693593	-0.022379882103433377	3.7352230655	219.968288871	0	4.4986588823073005e-06
1	90	-7.90967704229	0.0694319045383	0.0953059311934153	1.93110672442	219.991524443	0	4.4986588823073005e-06
1	91	-8.13393130998	0.122616995175	-0.06204246663458124	3.31606861917	219.975006964	0	4.4986588823073005e-06
1	92	-8.0003703609	-0.145648457525	-0.06538641407557103	-4.00448361551	219.963551778	0	4.4986588823073005e-06
1	93	-7.88288690138	-0.208302927636	0.09922838452300245	-5.81140557521	219.923231072	0	4.4986588823073005e-06
1	94	-7.85576938769	-0.0547035805769	-0.009692142232802542	-1.53193091077	219.994666271	0	4.4986588823073005e-06
1	95	-8.16006884282	0.0201932330327	-0.06299183783570908	0.544419140352	219.99932638	0	4.4986588823073005e-06
1	96	-8.06465306209	0.0389650824402	-0.027269326281633352	1.06293699375	219.997432178	0	4.4986588823073005e-06
1	97	-8.1865956389	0.112186214202	0.09989462074408179	3.01451923616	219.979346016	0	4.4986588823073005e-06
1	98	-8.23246875944	0.0656155225165	-0.09688740215477486	1.75341770296	219.993012449	0	4.4986588823073005e-06
1	99	-8.10174639767	0.0320391903725	0.07996885095657827	0.870005850632	219.998279743	0	4.4986588823073005e-06
1	100	-7.96823365504	0.0170596762595	-0.042671153906373376	0.471010306421	219.999495793	0	4.4986588823073005e-06
1	101	-7.8333138115	0.0187190882851	-0.07161728917833617	0.52572739498	219.999371842	0	4.4986588823073005e-06
1	102	-8.07886105204	-0.118835430265	0.0558381763899046	-3.23572427077	219.976203459	0	4.4986588823073005e-06
1	103	-7.97384999115	-0.0949621335523	-0.09373709386331162	-2.61983709761	219.984400478	0	4.4986588823073005e-06
1	104	-8.225495687	-0.0437985605259	-0.02625980664156373	-1.17142444493	219.996881261	0	4.4986588823073005e-06
1	105	-7.80541313732	0.174493421898	0.043327854214797595	4.9169676349	219.945046385	0	4.4986588823073005e-06
1	106	-7.83419467197	-0.177716394916	-0.09128770640165143	-4.98935151168	219.943416295	0	4.4986588823073005e-06
1	107	-8.12570970329	-0.00179126161593	0.05660027563894343	-0.0484976156322	219.999994655	0	4.4986588823073005e-06
1	108	-7.80750111235	0.146866956074	-0.07106148845078253	4.13768947938	219.96108639	0	4.4986588823073005e-06
1	109	-8.04393874955	-0.181622014712	-0.09740511186896553	-4.96605747287	219.943943479	0	4.4986588823073005e-06
1	110	-7.93401652363	-0.147350658353	0.04860779990051989	-4.0851384077	219.962068649	0	4.4986588823073005e-06
1	111	-7.91107958982	0.0743578930357	0.08314397581038974	2.06773471593	219.990282679	0	4.4986588823073005e-06
1	112	-7.98871086742	0.0880585043167	-0.05009492093308468	2.42488361908	219.98663582	0	4.4986588823073005e-06
1	113	-8.13419514442	0.0661130676581	0.027428969830365274	1.78805576035	219.992733645	0	4.4986588823073005e-06
1	114	-7.9070972832	-0.206756287332	0.03625284935420331	-5.75063634605	219.924828479	0	4.4986588823073005e-06
1	115	-7.85276033188	-0.131811928756	0.0021377109806008654	-3.69227364329	219.969013989	0	4.4986588823073005e-06
1	116	-8.18918372492	0.101081906067	-0.056093866834110044	2.71532868278	219.983242521	0	4.4986588823073005e-06
1	117	-7.75401236053	-0.183972894835	-0.07447647188618137	-5.21828541881	219.938103787	0	4.4986588823073005e-06
1	118	-7.88558166877	-0.144585133258	0.022912265946357063	-4.03310563168	219.963028846	0	4.4986588823073005e-06
1	119	-7.86941266177	-0.187530541059	0.04842828265831825	-5.24118015973	219.93755939	0	4.4986588823073005e-06
1	120	-7.89623443587	0.189968622927	0.09976778429614755	5.29125722438	219.936360334	0	4.4986588823073005e-06
1	121	-7.90487991513	-0.157891378791	0.0074973329242193215	-4.39338442466	219.956127838	0	4.4986588823073005e-06
1	122	-8.08382199151	0.146446694526	-0.08864267870098941	3.98487092729	219.963907957	0	4.4986588823073005e-06
1	123	-8.09975595851	0.111089174363	0.0038559273189355814	3.01704399563	219.979311403	0	4.4986588823073005e-06
1	124	-7.91774041458	-0.0602654421172	-0.04530150144654199	-1.67446929701	219.993627527	0	4.4986588823073005e-06
1	125	-8.04615565476	0.198883584613	-0.017225915179573434	5.436264257	219.932823905	0	4.4986588823073005e-06
1	126	-8.15342168126	-0.0579788589401	-0.0462176762927085	-1.56437713926	219.994437939	0	4.4986588823073005e-06
1	127	-8.21335863388	0.00833605558894	0.0766670428184606	0.223286400454	219.999886689	0	4.4986588823073005e-06
1	128	-8.23932729398	0.0489640131419	-0.07199088282697377	1.30737526244	219.996115352	0	4.4986588823073005e-06
1	129	-8.09930016999	0.102809196216	-0.020877421724727063	2.79236486156	219.982278146	0	4.4986588823073005e-06
1	130	-8.02972745578	0.201456689771	-0.024619845392303955	5.51781237874	219.930793084	0	4.4986588823073005e-06
1	131	-8.16990302113	-0.0847593572403	0.09977676898198828	-2.28228598495	219.988161433	0	4.4986588823073005e-06
1	132	-8.06237668219	0.196021582987	0.03809217875763682	5.34730755944	219.935004722	0	4.4986588823073005e-06
1	133	-7.91027948637	0.0266067171762	-0.0025966717073398343	0.739979501017	219.99875552	0	4.4986588823073005e-06
1	134	-8.13798056258	-0.220939845373	0.041712242297800406	-5.97062894911	219.918965962	0	4.4986588823073005e-06
1	135	-7.89645086829	0.0283099740505	-0.07640072727190439	0.788728299449	219.998586149	0	4.4986588823073005e-06
1	136	-7.84682951047	-0.102444662517	-0.03555786553520075	-2.87197589968	219.981253189	0	4.4986588823073005e-06
1	137	-8.10494675167	0.0529123904624	0.0351733461777535	1.4362189169	219.995311939	0	4.4986588823073005e-06
1	138	-8.23198644104	-0.0349116002031	-0.0900941997063806	-0.933004813616	219.998021587	0	4.4986588823073005e-06
1	139	-7.84133190319	0.188753429406	0.07522550463458486	5.2942190591	219.936289058	0	4.4986588823073005e-06
1	140	-7.92180592226	-0.198439530281	0.09968266388962005	-5.50922433918	219.93100838	0	4.4986588823073005e-06
1	141	-7.84101647986	0.0618680788874	-0.004452223610411643	1.7358149572	219.993152044	0	4.4986588823073005e-06
1	142	-8.12602790842	-0.194515870626	-0.026509610727362493	-5.26471690519	219.936997242	0	4.4986588823073005e-06
1	143	-7.84548164697	-0.22345157138	-0.039371916032382395	-6.2634037045	219.910822321	0	4.4986588823073005e-06
1	144	-8.19051907335	0.0188366596385	-0.011787545276919456	0.50595745204	219.999418197	0	4.4986588823073005e-06
1	145	-8.14588414759	0.181332762929	-0.045631449380957645	4.89613239193	219.945511179	0	4.4986588823073005e-06
1	146	-8.1664502886	-8.70297333227e-05	0.09252833264966018	-0.0023445365677	219.999999988	0	4.4986588823073005e-06
1	147	-7.80554421089	0.149501309113	0.0064619403830398214	4.21293582392	219.959658055	0	4.4986588823073005e-06
1	148	-7.86149812529	-0.0630370139619	0.07870860011696135	-1.76400185339	219.992927835	0	4.4986588823073005e-06
1	149	-8.01937090876	0.063540311804	0.024613007273123474	1.74308309008	219.993094576	0	4.4986588823073005e-06
1	150	-7.76917265264	0.197211533894	-0.09438519957673829	5.58264931246	219.929156836	0	4.4986588823073005e-06
1	151	-7.94293197912	-0.0544478017386	-0.08822773511089388	-1.50803695573	219.994831359	0	4.4986588823073005e-06
1	152	-7.79578435309	-0.15670722051	-0.02756941007404938	-4.42144417511	219.955565584	0	4.4986588823073005e-06
1	153	-7.842250532	-0.0594916327694	-0.08368753745209223	-1.66888096386	219.993669991	0	4.4986588823073005e-06
1	154	-7.84887470596	-0.0799475674968	0.015223906412247135	-2.24077376204	219.988588188	0	4.4986588823073005e-06
1	155	-8.00970367837	0.112929331922	-0.05034775703127237	3.1014860291	219.97813706	0	4.4986588823073005e-06
1	156	-8.17633198005	0.215662845153	-0.0962539300960692	5.80080776856	219.923510861	0	4.4986588823073005e-06
1	157	-7.75036137696	-0.0322867827075	0.05988512110692748	-0.916477337843	219.998091058	0	4.4986588823073005e-06
1	158	-7.93814979758	0.143383143257	-0.09336087345148494	3.97311059036	219.964120693	0	4.4986588823073005e-06
1	159	-8.01962630996	-0.109210317705	0.010137136508644201	-2.99565609174	219.979603701	0	4.4986588823073005e-06
1	160	-8.03636856434	0.0649322776763	-0.08670402313027858	1.7774987183	219.992819197	0	4.4986588823073005e-06
1	161	-7.93341835082	0.175673787168	0.030438556972816028	4.87037991113	219.946082937	0	4.4986588823073005e-06
1	162	-8.13427259132	0.109846960088	0.0007584671901559314	2.97065628393	219.979942725	0	4.4986588823073005e-06
1	163	-8.08642495249	-0.127653106982	0.05762543748121074	-3.47250918852	219.97259302	0	4.4986588823073005e-06
1	164	-7.92185993673	-0.0965992430061	-0.07783231951728067	-2.68248287629	219.983645496	0	4.4986588823073005e-06
1	165	-8.10651226238	-0.166171681669	-0.07051862898066222	-4.50873206565	219.953793637	0	4.4986588823073005e-06
1	166	-7.95485864259	-0.0363154799118	0.08697764338603134	-1.00433240705	219.997707525	0	4.4986588823073005e-06
1	167	-7.76540017137	-0.0182858928506	0.03672597668428773	-0.518052538806	219.999390048	0	4.4986588823073005e-06
1	168	-7.80990453421	-0.116700082013	-0.09289183052795613	-3.28699949609	219.975443253	0	4.4986588823073005e-06
1	169	-7.87799280839	0.212971603579	0.08521230722814563	5.94525057381	219.9196535	0	4.4986588823073005e-06
1	170	-8.2133083267	-0.191851495222	0.027000214439100112	-5.13749360149	219.940005819	0	4.4986588823073005e-06
1	171	-7.91797878263	0.0358125734242	-0.06629942459976601	0.99503746888	219.997749762	0	4.4986588823073005e-06
1	172	-7.88528572428	-0.215784363529	0.09199411892215267	-6.018145224	219.917670795	0	4.4986588823073005e-06
1	173	-8.23789144376	-0.066084383117	-0.0158530560158692	-1.76478369628	219.992921565	0	4.4986588823073005e-06
1	174	-7.85214307374	-0.0505516453689	0.07790471138584326	-1.41631799239	219.99544096	0	4.4986588823073005e-06
1	175	-8.06234742808	0.0112195743534	0.05544722791089618	0.306152022071	219.999786979	0	4.4986588823073005e-06
1	176	-7.77336745917	0.216712221008	-0.025444448413886378	6.13095570713	219.91455473	0	4.4986588823073005e-06
1	177	-7.93471722409	0.0303437758822	0.06513323660700795	0.841313142325	219.99839134	0	4.4986588823073005e-06
1	178	-8.07083456692	0.0218096313359	-9.240040647681691e-05	0.594498788887	219.999196751	0	4.4986588823073005e-06
1	179	-7.91672851279	0.0310848867978	-0.06674598899486746	0.86381923648	219.998304121	0	4.4986588823073005e-06
1	180	-8.03928674903	-0.167739333321	-0.09977008673359854	-4.58929061603	219.952127545	0	4.4986588823073005e-06
1	181	-8.11181192551	-0.168792505435	-0.08244400148500913	-4.57682141549	219.952387361	0	4.4986588823073005e-06
1	182	-8.10433544468	0.15747695022	0.0499988060251893	4.27405685117	219.958478896	0	4.4986588823073005e-06
1	183	-8.18063032999	0.0206858367133	-0.032413835460930004	0.55629815115	219.999296663	0	4.4986588823073005e-06
1	184	-8.16779156664	-0.0969463568528	-0.08033763472440687	-2.61107254256	219.984504682	0	4.4986588823073005e-06
1	185	-8.16388422726	-0.190658310283	0.02478733869805158	-5.13645139331	219.940030161	0	4.4986588823073005e-06
1	186	-8.0486989075	0.123094377337	-0.05918027592799083	3.36422033215	219.974275818	0	4.4986588823073005e-06
1	187	-8.13422555243	-0.0251036603827	-0.02163130010139644	-0.678955722069	219.998952314	0	4.4986588823073005e-06
1	188	-7.77933619144	-0.105435202019	0.06408355729419837	-2.98143874368	219.979796852	0	4.4986588823073005e-06
1	189	-8.24354552406	0.00474535688958	0.034082208970126565	0.126641909078	219.99996355	0	4.4986588823073005e-06
1	190	-8.15027810978	0.138861440594	0.03469333826699833	3.74773517094	219.96807605	0	4.4986588823073005e-06
1	191	-7.84214789938	-0.183454432311	0.07728226955040071	-5.14513837837	219.939827114	0	4.4986588823073005e-06
1	192	-7.93709904557	-0.0574478415564	-0.08429066777326832	-1.59229386397	219.994237652	0	4.4986588823073005e-06
1	193	-7.94906448102	-0.0917654990546	-0.055842491361662264	-2.53955226269	219.985341953	0	4.4986588823073005e-06
1	194	-8.12751998471	-0.206426953903	0.037208295605782926	-5.58587233404	219.929075	0	4.4986588823073005e-06
1	195	-8.06129211	-0.0127279456438	0.08173427658209084	-0.347356790098	219.99972578	0	4.4986588823073005e-06
1	196	-8.04830980871	-0.04148147186	-0.011035250928150678	-1.13387814541	219.997077981	0	4.4986588823073005e-06
1	197	-7.91062926943	0.141187470346	-0.09918215225680421	3.92589469235	219.964968463	0	4.4986588823073005e-06
1	198	-7.88585748007	0.0144775931231	-0.035397663890316095	0.403895851211	219.999629245	0	4.4986588823073005e-06
1	199	-7.89931619263	0.176651076946	-0.021773950788552793	4.91859319779	219.945010039	0	4.4986588823073005e-06
1	200	-8.18925767231	0.0439772511565	0.061888175340157586	1.18140814958	219.996827874	0	4.4986588823073005e-06
1	201	-8.00042734891	-0.184623051538	-0.012890381613988894	-5.07551146279	219.941444897	0	4.4986588823073005e-06
1	202	-8.01881155188	-0.0347682640167	0.05717960160208435	-0.953875288926	219.997932086	0	4.4986588823073005e-06
1	203	-7.86434374642	0.0319171051162	0.0037727530181133756	0.892853304062	219.998188204	0	4.4986588823073005e-06
1	204	-8.13268690659	-0.0307733943923	0.03879370428535764	-0.832455297623	219.998425036	0	4.4986588823073005e-06
1	205	-8.21098226791	0.218033134835	0.06251463153088532	5.83978700856	219.922479269	0	4.4986588823073005e-06
1	206	-7.84793709056	0.0832331986528	0.03634510754179829	2.33313210023	219.987628049	0	4.4986588823073005e-06
1	207	-8.17824966646	0.145607073029	0.060131944823453076	3.91630011758	219.965139496	0	4.4986588823073005e-06
1	208	-7.97227362119	0.0522257201864	-0.0036550625067316156	1.44117129669	219.995279552	0	4.4986588823073005e-06
1	209	-7.91591970593	-0.202865078765	0.0586884066241431	-5.63619520208	219.927791113	0	4.4986588823073005e-06
1	210	-7.96946810404	0.0703856692997	-0.08085936353298145	1.94294564567	219.991420201	0	4.4986588823073005e-06
1	211	-8.05188076384	0.156654070207	-0.05642259727458792	4.27941938938	219.95837463	0	4.4986588823073005e-06
1	212	-8.06553216646	-0.190092990046	-0.03260141621714144	-5.18364400896	219.938922965	0	4.4986588823073005e-06
1	213	-8.0276017892	0.140871113896	0.005106541551906457	3.86004128274	219.966133942	0	4.4986588823073005e-06
1	214	-7.93962838773	-0.0282545517008	0.03108099996314123	-0.782903394311	219.998606955	0	4.4986588823073005e-06
1	215	-7.9332665788	-0.0545729957358	-0.07081492688760721	-1.51334571767	219.994794904	0	4.4986588823073005e-06
1	216	-7.76635490546	0.0910192574857	-0.006484578832623503	2.57815434098	219.984892936	0	4.4986588823073005e-06
1	217	-7.76495105141	-0.0122869464843	-0.0755011608695297	-0.348118722775	219.999724576	0	4.4986588823073005e-06
1	218	-8.1246049597	-0.079357399252	-0.02041937326790559	-2.14875617497	219.98950622	0	4.4986588823073005e-06
1	219	-8.12252250759	0.0744769837238	-0.05784928102557381	2.01713786238	219.99075243	0	4.4986588823073005e-06
1	220	-7.91092074445	-0.225450492788	-0.02029896401577827	-6.2671566001	219.910715401	0	4.4986588823073005e-06
1	221	-7.78578970784	0.126232909036	-0.0938610008916359	3.56644497814	219.971090078	0	4.4986588823073005e-06
1	222	-8.09967629004	0.0987128400553	0.03874389208516299	2.68099753896	219.983663603	0	4.4986588823073005e-06
1	223	-7.85702887341	0.200330662341	0.07863347711104493	5.60751750137	219.928524179	0	4.4986588823073005e-06
1	224	-7.82092062467	0.222986634344	-0.01214101977174678	6.26999487604	219.910634496	0	4.4986588823073005e-06
1	225	-7.87031937462	0.0445406252494	-0.013739163366233112	1.24502960715	219.99647702	0	4.4986588823073005e-06
1	226	-8.02057616342	-0.221946704207	0.03268360831263825	-6.08554666986	219.915815988	0	4.4986588823073005e-06
1	227	-8.11239586894	0.113891593887	0.09709322657366079	3.08832090421	219.978322282	0	4.4986588823073005e-06
1	228	-8.06153929031	-0.0399077054897	-0.062012117948664014	-1.08907087278	219.997304358	0	4.4986588823073005e-06
1	229	-7.84235553932	-0.14447853086	-0.050438518988922515	-4.05233912432	219.962675351	0	4.4986588823073005e-06
1	230	-8.07752499611	0.029051498251	0.06289578810190508	0.791243392183	219.998577118	0	4.4986588823073005e-06
1	231	-8.23696882437	0.160585895185	-0.05729293720049853	4.28825040221	219.95820264	0	4.4986588823073005e-06
1	232	-8.13861683275	0.0224145497624	-0.06959970290825518	0.605899300515	219.999165649	0	4.4986588823073005e-06
1	233	-8.21575178239	-0.204317386876	-0.03188179299266658	-5.46948505401	219.932000248	0	4.4986588823073005e-06
1	234	-8.09652977006	-0.00643777532127	0.027584256991380673	-0.174928044877	219.999930455	0	4.4986588823073005e-06
1	235	-7.79284033707	0.0934467631233	-0.06395462155494147	2.63790981093	219.984184504	0	4.4986588823073005e-06
1	236	-7.8786367629	0.212164580325	0.015807982725897188	5.92225457713	219.920273965	0	4.4986588823073005e-06
1	237	-7.75654562784	-0.149574848505	0.07652720975552138	-4.24162399634	219.959106713	0	4.4986588823073005e-06
1	238	-7.77607288803	-0.0882614632026	-0.01347646113822834	-2.49692505614	219.985829919	0	4.4986588823073005e-06
1	239	-7.95997518207	-0.21103257255	-0.04459608821742587	-5.83052802851	219.922724935	0	4.4986588823073005e-06
1	240	-8.05551656254	-0.129643691918	0.0693539021191559	-3.54017262966	219.971514469	0	4.4986588823073005e-06
1	241	-7.8769933461	0.0440001974029	-0.09583032769238814	1.22888162862	219.996567814	0	4.4986588823073005e-06
1	242	-8.10828916099	0.102914492574	-0.015603354969317015	2.79212598285	219.982281178	0	4.4986588823073005e-06
1	243	-7.9822826113	0.174755379694	0.020380431896496826	4.8152859399	219.947296008	0	4.4986588823073005e-06
